metric,value,percentage
Raw Label 3014684,7849,0.031371086338073756
Raw Label 3473436,9614,0.038425484017612574
Raw Label 3538972,10258,0.04099943988482107
Raw Label 3604508,6396,0.025563698333331605
Raw Label 3670044,7977,0.03188268005081085
Raw Label 2883612,7028,0.028089692289970998
Raw Label 2949148,7065,0.02823757484755906
Raw Label 3407900,8038,0.03212648642953712
Raw Label 3342364,9567,0.03823763320121692
Raw Label 3145756,8085,0.03231433724593277
Raw Label 3211292,6754,0.026994561998643155
Raw Label 3276828,8032,0.03210250547425257
Raw Label 3080220,12074,0.04825767568427857
Raw Label 3735580,7783,0.03110729582994369
Raw Label 3801116,8239,0.03292984843156958
Raw Label 4980764,7294,0.029152847974252764
Raw Label 4849692,4196,0.01677068139566282
Raw Label 4915228,4447,0.017773884691733213
Raw Label 5111836,5651,0.022586063052166493
Raw Label 5046300,6152,0.02458847281842652
Raw Label 4128796,4992,0.019952154796746616
Raw Label 4063260,6037,0.024128837842139286
Raw Label 3997724,6829,0.02729432393970005
Raw Label 3932188,5852,0.023389425054198956
Raw Label 3866652,9630,0.03848943323170471
Raw Label 4194332,5393,0.021554881974930787
Raw Label 4259868,7222,0.028865076510838153
Raw Label 5177372,7251,0.02898098446138015
Raw Label 4653084,4660,0.01862520860433478
Raw Label 4587548,4688,0.01873711972899602
Raw Label 4784156,5151,0.020587650111787224
Raw Label 5242908,4402,0.017594027527099078
Raw Label 4522012,7754,0.030991387879401693
Raw Label 4456476,5193,0.02075551679877908
Raw Label 4718620,6912,0.027626060487803007
Raw Label 4390940,3800,0.015187938346882441
Raw Label 4325404,6342,0.02534786973577064
Raw Label 917549,34,0.00013589207994579026
Raw Label 852013,32,0.00012789842818427318
Raw Label 786477,55,0.0002198254234417195
Raw Label 720941,51,0.00020383811991868536
Raw Label 262189,60,0.00023980955284551222
Raw Label 196653,36,0.00014388573170730733
Raw Label 131117,180,0.0007194286585365366
Raw Label 65581,74,0.0002957651151761317
Raw Label 29,8519,0.03404895967818197
Raw Label 5308444,5818,0.023253532974253168
Raw Label 5505052,5562,0.022230345548778983
Raw Label 5570588,4620,0.01846533556910444
Raw Label 5373980,4769,0.01906086262533746
Raw Label 5439516,7553,0.03018802587736923
Raw Label 5636124,6333,0.025311898302843815
Raw Label 5832732,5340,0.021343050203250585
Raw Label 6291484,4637,0.018533281609077336
Raw Label 6684700,4487,0.017933757726963557
Raw Label 6422556,8170,0.03265406744579724
Raw Label 6094876,4399,0.0175820370494568
Raw Label 5898268,7782,0.03110329900406293
Raw Label 5701660,5922,0.023669202865852057
Raw Label 6488092,7062,0.028225584369916786
Raw Label 6553628,4597,0.018373408573846995
Raw Label 6225948,5083,0.02031586595189564
Raw Label 6160412,3065,0.012250271324524916
Raw Label 6619164,3118,0.012462103096205117
Raw Label 6357020,8004,0.031990594349591325
Raw Label 6029340,4104,0.016402973414633034
Raw Label 5963804,5161,0.02062761837059481
Raw Label 6750236,3785,0.015127985958671061
Raw Label 5767196,3696,0.014772268455283552
Raw Label 6881308,1721,0.006878537340785441
Raw Label 7864348,2552,0.010199899647695786
Raw Label 7995420,1940,0.007753842208671561
Raw Label 7602204,2636,0.010535633021679503
Raw Label 7340060,2095,0.008373350220189136
Raw Label 7536668,3280,0.013109588888888
Raw Label 7471132,3416,0.013653157208671163
Raw Label 7208988,1206,0.004820172012194796
Raw Label 7143452,2750,0.010991271172085976
Raw Label 7012380,2052,0.008201486707316517
Raw Label 7274524,3034,0.0121263697222214
Raw Label 7667740,3961,0.015831427313684563
Raw Label 7077916,2975,0.011890556995256646
Raw Label 7798812,3630,0.01450847794715349
Raw Label 6946844,3293,0.01316154762533786
Raw Label 6815772,1467,0.005863343567072774
Raw Label 7929884,2799,0.011187115640243144
Raw Label 7733276,6012,0.024028917195120323
Raw Label 7405596,3889,0.01554365585026995
Raw Label 13107228,124,0.0004956064092140586
Raw Label 13434908,40,0.00015987303523034148
Raw Label 10813468,197,0.0007873746985094318
Raw Label 8585244,1234,0.004932083136856034
Raw Label 12386332,132,0.0005275810162601269
Raw Label 12451868,65,0.00025979368224930493
Raw Label 10223644,657,0.0026259146036583586
Raw Label 11730972,121,0.00048361593157178294
Raw Label 12582940,63,0.0002518000304877878
Raw Label 12648476,74,0.0002957651151761317
Raw Label 11862044,412,0.001646692262872517
Raw Label 13959196,84,0.0003357333739837171
Raw Label 13500444,795,0.0031774765752030365
Raw Label 10420252,608,0.0024300701355011904
Raw Label 13172764,31,0.00012390160230351464
Raw Label 11796508,110,0.000439650846883439
Raw Label 13697052,26,0.00010391747289972195
Raw Label 10158108,1172,0.004684279932249005
Raw Label 11010076,144,0.0005755429268292293
Raw Label 12845084,142,0.0005675492750677123
Raw Label 13303836,113,0.00045164132452571465
Raw Label 9961500,527,0.002106327239159749
Raw Label 9895964,333,0.0013309430182925927
Raw Label 11141148,140,0.0005595556233061952
Raw Label 8519708,1059,0.0042326386077232905
Raw Label 11534364,388,0.0015507684417343122
Raw Label 9633820,476,0.0019024891192410635
Raw Label 14090268,20,7.993651761517074e-05
Raw Label 14155804,42,0.00016786668699185855
Raw Label 9568284,482,0.0019264700745256146
Raw Label 10879004,204,0.0008153524796747414
Raw Label 9306140,1359,0.005431686371950851
Raw Label 12124188,263,0.0010511652066394952
Raw Label 8126492,1992,0.007961677154471006
Raw Label 11665436,232,0.0009272636043359805
Raw Label 11927580,617,0.002466041568428017
Raw Label 9043996,985,0.003936873492547159
Raw Label 11272220,88,0.00035172067750675125
Raw Label 8650780,852,0.0034052956504062736
Raw Label 10354716,1029,0.004112733831300535
Raw Label 13631516,492,0.0019664383333332005
Raw Label 10551324,1007,0.004024803661923846
Raw Label 8454172,1884,0.0075300199593490835
Raw Label 13041692,156,0.0006235048373983318
Raw Label 8912924,1232,0.004924089485094517
Raw Label 12320796,72,0.00028777146341461466
Raw Label 10682396,242,0.0009672318631435659
Raw Label 13893660,156,0.0006235048373983318
Raw Label 10027036,933,0.003729038546747715
Raw Label 8847388,1468,0.005867340392953532
Raw Label 10944540,424,0.0016946541734416197
Raw Label 12255260,322,0.001286977933604249
Raw Label 13238300,157,0.0006275016632790903
Raw Label 11206684,280,0.0011191112466123903
Raw Label 13565980,223,0.0008912921714091537
Raw Label 12714012,153,0.0006115143597560561
Raw Label 11075612,121,0.00048361593157178294
Raw Label 10092572,614,0.0024540510907857414
Raw Label 10289180,989,0.003952860796070193
Raw Label 11599900,148,0.0005915302303522634
Raw Label 8716316,1189,0.0047522259722219
Raw Label 9437212,584,0.0023341463143629853
Raw Label 8323100,651,0.0026019336483738076
Raw Label 12058652,410,0.001638698611111
Raw Label 12976156,110,0.000439650846883439
Raw Label 9830428,713,0.002849736852980837
Raw Label 11993116,341,0.001362917625338661
Raw Label 13762588,780,0.0031175241869916583
Raw Label 10616860,739,0.0029536543258805587
Raw Label 8257564,1341,0.005359743506097198
Raw Label 9109532,1466,0.0058593467411920145
Raw Label 8060956,2128,0.008505245474254167
Raw Label 12189724,104,0.0004156698915988878
Raw Label 11468828,324,0.001294971585365766
Raw Label 10747932,219,0.0008753048678861195
Raw Label 9371676,840,0.0033573337398371712
Raw Label 10485788,231,0.000923266778455222
Raw Label 8781852,1107,0.0044244862499997
Raw Label 13828124,18,7.194286585365366e-05
Raw Label 12779548,273,0.0010911334654470806
Raw Label 12910620,133,0.0005315778421408854
Raw Label 11337756,304,0.0012150350677505952
Raw Label 13369372,69,0.000275780985772339
Raw Label 11403292,286,0.0011430922018969415
Raw Label 9175068,903,0.0036091337703249584
Raw Label 9699356,839,0.0033533369139564125
Raw Label 8192028,820,0.003277397222222
Raw Label 14024732,48,0.00019184764227640975
Raw Label 12517404,179,0.0007154318326557781
Raw Label 8978460,890,0.003557175033875098
Raw Label 8388636,1211,0.004840156141598589
Raw Label 9240604,754,0.003013606714091937
Raw Label 9764892,806,0.0032214416598913805
Raw Label 9502748,668,0.0026698796883467026
Raw Label 14221340,85,0.0003397301998644756
Raw Label 5,80305,0.3209651023543143
Raw Label 41,4065,0.016247097205283452
Raw Label 9568303,241,0.0009632350372628073
Raw Label 9633837,34,0.00013589207994579026
Raw Label 7929901,103,0.0004116730657181293
Raw Label 7864367,602,0.002406089180216639
Raw Label 7995439,19,7.59396917344122e-05
Raw Label 6815789,26,0.00010391747289972195
Raw Label 6750255,1414,0.005651511795392571
Raw Label 6881327,100,0.0003996825880758537
Raw Label 6946861,9,3.597143292682683e-05
Raw Label 5111855,361,0.0014428541429538319
Raw Label 5177389,44,0.00017586033875337562
Raw Label 3735597,9,3.597143292682683e-05
Raw Label 3670063,32,0.00012789842818427318
Raw Label 65583,1891,0.007557997740514392
Raw Label 3276845,228,0.0009112763008129464
Raw Label 3211311,1584,0.006330972195121523
Raw Label 196655,56,0.00022382224932247807
Raw Label 13828143,2263,0.009044816968156568
Raw Label 13893677,171,0.0006834572256097098
Raw Label 6684717,57,0.0002278190752032366
Raw Label 6225965,32,0.00012789842818427318
Raw Label 6291503,135,0.0005395714939024025
Raw Label 3932205,3,1.1990477642275609e-05
Raw Label 3997743,27,0.0001079142987804805
Raw Label 4063272,122,0.00048761275745254145
Raw Label 3538984,67,0.00026778733401082195
Raw Label 2228264,14,5.595556233061952e-05
